"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-03",,"43","22"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-04",,"43","23"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-05",,"34","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-06",,"42","19"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-07",,"51","22"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-08",,"48","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-09",,"53","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-10",,"51","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-11",,"52","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-12",,"43","27"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-13",,"48","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-14",,"63","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-15",,"63","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-16",,"57","33"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-17",,"55","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-18",,"62","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-19",,"52","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-20",,"56","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-21",,"56","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-22",,"50","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-23",,"60","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-24",,"54","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-25",,"59","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-26",,"56","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-27",,"60","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-28",,"65","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-29",,"67","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-30",,"64","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-03-31",,"67","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-01",,"71","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-02",,"70","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-03",,"61","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-04",,"57","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-05",,"60","28"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-06",,"60","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-07",,"67","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-08",,"63","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-09",,"60","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-10",,"69","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-11",,"59","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-12",,"59","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-13",,"55","36"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-14",,"60","28"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-15",,"66","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-16",,"69","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-17",,"64","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-18",,"57","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-19",,"52","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-20",,"52","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-21",,"58","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-22",,"49","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-23",,"63","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-24",,"66","33"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-25",,"65","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-26",,"71","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-27",,"74","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-28",,"72","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-29",,"66","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-04-30",,"67","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-01",,"60","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-02",,"65","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-03",,"59","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-04",,"59","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-05",,"50","36"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-06",,"65","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-07",,"68","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-08",,"66","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-09",,"59","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-10",,"63","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-11",,"67","33"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-12",,"69","38"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-13",,"68","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-14",,"65","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-15",,"73","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-16",,"78","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-17",,"75","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-18",,"79","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-19",,"83","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-20",,"85","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-21",,"72","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-22",,"80","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-23",,"68","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-24",,"74","36"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-25",,"90","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-26",,"64","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-27",,"71","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-28",,"76","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-29",,"69","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-30",,"71","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-05-31",,"80","55"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-01",,"91","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-02",,"92","58"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-03",,"91","62"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-04",,"87","56"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-05",,"89","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-06",,"77","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-07",,"71","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-08",,"78","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-09",,"71","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-10",,"77","44"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-11",,"64","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-12",,"78","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-13",,"86","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-14",,"94","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-15",,"98","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-16",,"103","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-17",,"102","60"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-18",,"100","62"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-19",,"94","64"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-20",,"88","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-21",,"82","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-22",,"90","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-23",,"95","58"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-24",,"95","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-25",,"95","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-26",,"79","54"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-27",,"80","48"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-28",,"80","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-29",,"71","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-06-30",,"78","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-01",,"88","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-02",,"87","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-03",,"88","52"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-04",,"93","61"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-05",,"78","56"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-06",,"78","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-07",,"79","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-08",,"87","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-09",,"94","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-10",,"95","60"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-11",,"97","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-12",,"100","58"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-13",,"103","60"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-14",,"97","66"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-15",,"97","60"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-16",,"85","63"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-17",,"88","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-18",,"91","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-19",,"94","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-20",,"99","61"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-21",,"99","72"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-22",,"97","68"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-23",,"89","63"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-24",,"86","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-25",,"91","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-26",,"94","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-27",,"91","62"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-28",,"82","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-29",,"87","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-30",,"89","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-07-31",,"95","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-01",,"96","58"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-02",,"100","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-03",,"103","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-04",,"108","65"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-05",,"88","63"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-06",,"90","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-07",,"93","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-08",,"93","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-09",,"90","63"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-10",,"90","55"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-11",,"93","47"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-12",,"99","55"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-13",,"93","64"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-14",,"99","57"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-15",,"91","65"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-16",,"82","62"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-17",,"87","54"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-18",,"88","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-19",,"97","52"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-20",,"97","60"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-21",,"96","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-22",,"99","61"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-23",,"98","63"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-24",,"84","53"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-25",,"81","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-26",,"81","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-27",,"85","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-28",,"88","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-29",,"91","51"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-30",,"88","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-08-31",,"77","56"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-01",,"68","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-02",,"77","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-03",,"84","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-04",,"85","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-05",,"73","49"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-06",,"75","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-07",,"76","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-08",,"78","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-09",,"82","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-10",,"82","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-11",,"78","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-12",,"77","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-13",,"77","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-14",,"78","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-15",,"78","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-16",,"81","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-17",,"82","55"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-18",,"78","50"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-19",,"80","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-20",,"65","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-21",,"68","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-22",,"69","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-23",,"68","36"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-24",,"72","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-25",,"72","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-26",,"66","39"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-27",,"71","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-28",,"64","40"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-29",,"64","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-09-30",,"68","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-01",,"69","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-02",,"71","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-03",,"74","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-04",,"78","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-05",,"73","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-06",,"63","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-07",,"59","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-08",,"62","28"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-09",,"65","34"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-10",,"62","43"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-11",,"58","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-12",,"71","45"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-13",,"77","42"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-14",,"77","46"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-15",,"77","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-16",,"69","41"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-17",,"61","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-18",,"65","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-19",,"61","28"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-20",,"55","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-21",,"51","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-22",,"48","28"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-23",,"57","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-24",,"57","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-25",,"52","35"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-26",,"56","37"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-27",,"53","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-28",,"56","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-29",,"55","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-30",,"56","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-10-31",,"50","24"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-01",,"52","27"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-02",,"44","20"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-03",,"51","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-04",,"50","20"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-05",,"45","16"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-06",,"51","19"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-07",,"52","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-08",,"51","22"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-09",,"46","20"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-10",,"56","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-11",,"55","27"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-12",,"52","20"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-13",,"46","20"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-14",,"53","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-15",,"46","16"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-16",,"45","16"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-17",,"40","9"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-18",,"46","17"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-19",,"40","15"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-20",,"41","14"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-21",,"33","16"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-22",,"51","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-23",,"35","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-24",,"37","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-25",,"38","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-26",,"35","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-27",,"34","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-28",,"36","31"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-29",,"37","30"
"USW00024243","YAKIMA AIRPORT, WA US","1961-11-30",,"48","33"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-01",,"50","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-02",,"49","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-03",,"48","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-04",,"56","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-05",,"48","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-06",,"44","23"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-07",,"45","24"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-08",,"42","22"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-09",,"33","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-10",,"24","13"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-11",,"20","12"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-12",,"22","17"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-13",,"24","18"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-14",,"30","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-15",,"31","17"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-16",,"28","15"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-17",,"45","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-18",,"34","18"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-19",,"38","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-20",,"43","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-21",,"43","26"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-22",,"41","27"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-23",,"35","24"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-24",,"48","32"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-25",,"45","25"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-26",,"43","21"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-27",,"38","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-28",,"39","24"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-29",,"53","24"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-30",,"46","29"
"USW00024243","YAKIMA AIRPORT, WA US","1961-12-31",,"46","25"
"USW00024243","YAKIMA AIRPORT, WA US","1962-01-01",,"33","21"
